t,x,y,vx,vy
2835,1.44527e+07,9.42493e+06,10497.3,6892.55
2836,1.44632e+07,9.43183e+06,10501.4,6895.28
2837,1.44737e+07,9.43873e+06,10505.6,6898
2838,1.44842e+07,9.44563e+06,10509.8,6900.73
2839,1.44947e+07,9.45253e+06,10514,6903.45
2840,1.45052e+07,9.45944e+06,10518.1,6906.18
2841,1.45158e+07,9.46635e+06,10522.3,6908.9
2842,1.45263e+07,9.47326e+06,10526.5,6911.63
2843,1.45368e+07,9.48017e+06,10530.7,6914.35
2844,1.45474e+07,9.48709e+06,10534.9,6917.07
2845,1.45579e+07,9.49401e+06,10539,6919.8
2846,1.45684e+07,9.50093e+06,10543.2,6922.52
2847,1.4579e+07,9.50786e+06,10547.4,6925.25
2848,1.45895e+07,9.51478e+06,10551.6,6927.97
2849,1.46001e+07,9.52171e+06,10555.8,6930.7
2850,1.46107e+07,9.52865e+06,10559.9,6933.42
2851,1.46212e+07,9.53558e+06,10564.1,6936.15
2852,1.46318e+07,9.54252e+06,10568.3,6938.87
2853,1.46424e+07,9.54946e+06,10572.5,6941.6
2854,1.46529e+07,9.55641e+06,10576.6,6944.32
2855,1.46635e+07,9.56336e+06,10580.8,6947.05
2856,1.46741e+07,9.57031e+06,10585,6949.77
2857,1.46847e+07,9.57726e+06,10589.2,6952.5
2858,1.46953e+07,9.58421e+06,10593.4,6955.22
2859,1.47059e+07,9.59117e+06,10597.5,6957.95
2860,1.47165e+07,9.59813e+06,10601.7,6960.68
2861,1.47271e+07,9.6051e+06,10605.9,6963.4
2862,1.47377e+07,9.61206e+06,10610.1,6966.13
2863,1.47483e+07,9.61903e+06,10614.3,6968.85
2864,1.47589e+07,9.626e+06,10618.4,6971.58
2865,1.47696e+07,9.63298e+06,10622.6,6974.3
2866,1.47802e+07,9.63995e+06,10626.8,6977.03
2867,1.47908e+07,9.64693e+06,10631,6979.75
2868,1.48014e+07,9.65392e+06,10635.1,6982.48
2869,1.48121e+07,9.6609e+06,10639.3,6985.2
2870,1.48227e+07,9.66789e+06,10643.5,6987.93
2871,1.48334e+07,9.67488e+06,10647.7,6990.65
2872,1.4844e+07,9.68187e+06,10651.9,6993.38
2873,1.48547e+07,9.68887e+06,10656,6996.1
2874,1.48653e+07,9.69587e+06,10660.2,6998.83
2875,1.4876e+07,9.70287e+06,10664.4,7001.55
2876,1.48867e+07,9.70987e+06,10668.6,7004.28
2877,1.48974e+07,9.71688e+06,10672.7,7007.01
2878,1.4908e+07,9.72389e+06,10676.9,7009.73
2879,1.49187e+07,9.7309e+06,10681.1,7012.46
2880,1.49294e+07,9.73792e+06,10685.3,7015.18
2881,1.49401e+07,9.74494e+06,10689.5,7017.91
2882,1.49508e+07,9.75196e+06,10693.6,7020.63
2883,1.49615e+07,9.75898e+06,10697.8,7023.36
2884,1.49722e+07,9.76601e+06,10702,7026.08
2885,1.49829e+07,9.77303e+06,10706.2,7028.81
2886,1.49936e+07,9.78007e+06,10710.4,7031.54
2887,1.50043e+07,9.7871e+06,10714.5,7034.26
2888,1.5015e+07,9.79414e+06,10718.7,7036.99
2889,1.50258e+07,9.80118e+06,10722.9,7039.71
2890,1.50365e+07,9.80822e+06,10727.1,7042.44
2891,1.50472e+07,9.81526e+06,10731.2,7045.16
2892,1.50579e+07,9.82231e+06,10735.4,7047.89
2893,1.50687e+07,9.82936e+06,10739.6,7050.62
2894,1.50794e+07,9.83642e+06,10743.8,7053.34
2895,1.50902e+07,9.84347e+06,10748,7056.07
2896,1.51009e+07,9.85053e+06,10752.1,7058.79
2897,1.51117e+07,9.85759e+06,10756.3,7061.52
2898,1.51224e+07,9.86466e+06,10760.5,7064.24
2899,1.51332e+07,9.87172e+06,10764.7,7066.97
2900,1.5144e+07,9.87879e+06,10768.9,7069.7
2901,1.51548e+07,9.88587e+06,10773,7072.42
2902,1.51655e+07,9.89294e+06,10777.2,7075.15
2903,1.51763e+07,9.90002e+06,10781.4,7077.87
2904,1.51871e+07,9.9071e+06,10785.6,7080.6
2905,1.51979e+07,9.91418e+06,10789.8,7083.33
2906,1.52087e+07,9.92127e+06,10793.9,7086.05
2907,1.52195e+07,9.92836e+06,10798.1,7088.78
2908,1.52303e+07,9.93545e+06,10802.3,7091.5
2909,1.52411e+07,9.94254e+06,10806.5,7094.23
2910,1.52519e+07,9.94964e+06,10810.6,7096.96
2911,1.52627e+07,9.95674e+06,10814.8,7099.68
2912,1.52735e+07,9.96384e+06,10819,7102.41
2913,1.52844e+07,9.97095e+06,10823.2,7105.13
2914,1.52952e+07,9.97806e+06,10827.4,7107.86
2915,1.5306e+07,9.98517e+06,10831.5,7110.59
2916,1.53168e+07,9.99228e+06,10835.7,7113.31
2917,1.53277e+07,9.9994e+06,10839.9,7116.04
2918,1.53385e+07,1.00065e+07,10844.1,7118.76
2919,1.53494e+07,1.00136e+07,10848.3,7121.49
2920,1.53602e+07,1.00208e+07,10852.4,7124.22
2921,1.53711e+07,1.00279e+07,10856.6,7126.94
2922,1.5382e+07,1.0035e+07,10860.8,7129.67
2923,1.53928e+07,1.00421e+07,10865,7132.4
2924,1.54037e+07,1.00493e+07,10869.1,7135.12
2925,1.54146e+07,1.00564e+07,10873.3,7137.85
2926,1.54254e+07,1.00636e+07,10877.5,7140.57
2927,1.54363e+07,1.00707e+07,10881.7,7143.3
2928,1.54472e+07,1.00779e+07,10885.9,7146.03
2929,1.54581e+07,1.0085e+07,10890,7148.75
2930,1.5469e+07,1.00922e+07,10894.2,7151.48
2931,1.54799e+07,1.00993e+07,10898.4,7154.21
2932,1.54908e+07,1.01065e+07,10902.6,7156.93
2933,1.55017e+07,1.01136e+07,10906.8,7159.66
2934,1.55126e+07,1.01208e+07,10910.9,7162.39
2935,1.55235e+07,1.0128e+07,10915.1,7165.11
2936,1.55344e+07,1.01351e+07,10919.3,7167.84
2937,1.55454e+07,1.01423e+07,10923.5,7170.56
2938,1.55563e+07,1.01495e+07,10927.7,7173.29
2939,1.55672e+07,1.01566e+07,10931.8,7176.02
2940,1.55782e+07,1.01638e+07,10936,7178.74
2941,1.55891e+07,1.0171e+07,10940.2,7181.47
2942,1.56e+07,1.01782e+07,10944.4,7184.2
2943,1.5611e+07,1.01854e+07,10948.5,7186.92
2944,1.56219e+07,1.01926e+07,10952.7,7189.65
2945,1.56329e+07,1.01998e+07,10956.9,7192.38
2946,1.56439e+07,1.02069e+07,10961.1,7195.1
2947,1.56548e+07,1.02141e+07,10965.3,7197.83
2948,1.56658e+07,1.02213e+07,10969.4,7200.56
2949,1.56768e+07,1.02285e+07,10973.6,7203.28
2950,1.56878e+07,1.02358e+07,10977.8,7206.01
2951,1.56987e+07,1.0243e+07,10982,7208.74
2952,1.57097e+07,1.02502e+07,10986.2,7211.46
2953,1.57207e+07,1.02574e+07,10990.3,7214.19
2954,1.57317e+07,1.02646e+07,10994.5,7216.92
2955,1.57427e+07,1.02718e+07,10998.7,7219.64
2956,1.57537e+07,1.0279e+07,11002.9,7222.37
2957,1.57647e+07,1.02863e+07,11007.1,7225.1
2958,1.57757e+07,1.02935e+07,11011.2,7227.82
2959,1.57867e+07,1.03007e+07,11015.4,7230.55
2960,1.57978e+07,1.0308e+07,11019.6,7233.28
2961,1.58088e+07,1.03152e+07,11023.8,7236.01
2962,1.58198e+07,1.03224e+07,11028,7238.73
2963,1.58308e+07,1.03297e+07,11032.1,7241.46
2964,1.58419e+07,1.03369e+07,11036.3,7244.19
2965,1.58529e+07,1.03442e+07,11040.5,7246.91
2966,1.5864e+07,1.03514e+07,11044.7,7249.64
2967,1.5875e+07,1.03587e+07,11048.8,7252.37
2968,1.58861e+07,1.03659e+07,11053,7255.09
2969,1.58971e+07,1.03732e+07,11057.2,7257.82
2970,1.59082e+07,1.03804e+07,11061.4,7260.55
2971,1.59192e+07,1.03877e+07,11065.6,7263.27
2972,1.59303e+07,1.0395e+07,11069.7,7266
2973,1.59414e+07,1.04022e+07,11073.9,7268.73
2974,1.59525e+07,1.04095e+07,11078.1,7271.46
2975,1.59636e+07,1.04168e+07,11082.3,7274.18
2976,1.59746e+07,1.04241e+07,11086.5,7276.91
2977,1.59857e+07,1.04313e+07,11090.6,7279.64
2978,1.59968e+07,1.04386e+07,11094.8,7282.36
2979,1.60079e+07,1.04459e+07,11099,7285.09
2980,1.6019e+07,1.04532e+07,11103.2,7287.82
2981,1.60301e+07,1.04605e+07,11107.4,7290.55
2982,1.60412e+07,1.04678e+07,11111.5,7293.27
2983,1.60524e+07,1.04751e+07,11115.7,7296
2984,1.60635e+07,1.04824e+07,11119.9,7298.73
2985,1.60746e+07,1.04897e+07,11124.1,7301.45
2986,1.60857e+07,1.0497e+07,11128.3,7304.18
2987,1.60969e+07,1.05043e+07,11132.4,7306.91
2988,1.6108e+07,1.05116e+07,11136.6,7309.64
2989,1.61191e+07,1.05189e+07,11140.8,7312.36
2990,1.61303e+07,1.05262e+07,11145,7315.09
2991,1.61414e+07,1.05335e+07,11149.1,7317.82
2992,1.61526e+07,1.05409e+07,11153.3,7320.55
2993,1.61637e+07,1.05482e+07,11157.5,7323.27
2994,1.61749e+07,1.05555e+07,11161.7,7326
2995,1.61861e+07,1.05628e+07,11165.9,7328.73
2996,1.61972e+07,1.05702e+07,11170,7331.45
2997,1.62084e+07,1.05775e+07,11174.2,7334.18
2998,1.62196e+07,1.05848e+07,11178.4,7336.91
2999,1.62308e+07,1.05922e+07,11182.6,7339.64
3000,1.6242e+07,1.05995e+07,11186.8,7342.36
3001,1.62532e+07,1.06069e+07,11190.9,7345.09
3002,1.62644e+07,1.06142e+07,11195.1,7347.82
3003,1.62756e+07,1.06216e+07,11199.3,7350.55
3004,1.62868e+07,1.06289e+07,11203.5,7353.27
3005,1.6298e+07,1.06363e+07,11207.7,7356
3006,1.63092e+07,1.06436e+07,11211.8,7358.73
3007,1.63204e+07,1.0651e+07,11216,7361.46
3008,1.63316e+07,1.06584e+07,11220.2,7364.18
3009,1.63428e+07,1.06657e+07,11224.4,7366.91
3010,1.63541e+07,1.06731e+07,11228.6,7369.64
3011,1.63653e+07,1.06805e+07,11232.7,7372.37
3012,1.63765e+07,1.06879e+07,11236.9,7375.09
3013,1.63878e+07,1.06952e+07,11241.1,7377.82
3014,1.6399e+07,1.07026e+07,11245.3,7380.55
3015,1.64103e+07,1.071e+07,11249.5,7383.28
3016,1.64215e+07,1.07174e+07,11253.6,7386.01
3017,1.64328e+07,1.07248e+07,11257.8,7388.73
3018,1.6444e+07,1.07322e+07,11262,7391.46
3019,1.64553e+07,1.07396e+07,11266.2,7394.19
3020,1.64666e+07,1.0747e+07,11270.4,7396.92
3021,1.64779e+07,1.07544e+07,11274.5,7399.64
3022,1.64891e+07,1.07618e+07,11278.7,7402.37
3023,1.65004e+07,1.07692e+07,11282.9,7405.1
3024,1.65117e+07,1.07766e+07,11287.1,7407.83
3025,1.6523e+07,1.0784e+07,11291.2,7410.56
3026,1.65343e+07,1.07914e+07,11295.4,7413.28
3027,1.65456e+07,1.07988e+07,11299.6,7416.01
3028,1.65569e+07,1.08062e+07,11303.8,7418.74
3029,1.65682e+07,1.08136e+07,11308,7421.47
3030,1.65795e+07,1.08211e+07,11312.1,7424.19
3031,1.65908e+07,1.08285e+07,11316.3,7426.92
3032,1.66022e+07,1.08359e+07,11320.5,7429.65
3033,1.66135e+07,1.08434e+07,11324.7,7432.38
3034,1.66248e+07,1.08508e+07,11328.9,7435.11
3035,1.66361e+07,1.08582e+07,11333,7437.83
3036,1.66475e+07,1.08657e+07,11337.2,7440.56
3037,1.66588e+07,1.08731e+07,11341.4,7443.29
3038,1.66702e+07,1.08806e+07,11345.6,7446.02
3039,1.66815e+07,1.0888e+07,11349.8,7448.75
3040,1.66929e+07,1.08955e+07,11353.9,7451.47
3041,1.67042e+07,1.09029e+07,11358.1,7454.2
3042,1.67156e+07,1.09104e+07,11362.3,7456.93
3043,1.6727e+07,1.09178e+07,11366.5,7459.66
3044,1.67383e+07,1.09253e+07,11370.7,7462.39
3045,1.67497e+07,1.09328e+07,11374.8,7465.11
3046,1.67611e+07,1.09402e+07,11379,7467.84
3047,1.67725e+07,1.09477e+07,11383.2,7470.57
3048,1.67838e+07,1.09552e+07,11387.4,7473.3
3049,1.67952e+07,1.09626e+07,11391.6,7476.03
3050,1.68066e+07,1.09701e+07,11395.7,7478.76
3051,1.6818e+07,1.09776e+07,11399.9,7481.48
3052,1.68294e+07,1.09851e+07,11404.1,7484.21
3053,1.68408e+07,1.09926e+07,11408.3,7486.94
3054,1.68523e+07,1.10001e+07,11412.5,7489.67
3055,1.68637e+07,1.10076e+07,11416.6,7492.4
3056,1.68751e+07,1.10151e+07,11420.8,7495.12
3057,1.68865e+07,1.10226e+07,11425,7497.85
3058,1.6898e+07,1.10301e+07,11429.2,7500.58
3059,1.69094e+07,1.10376e+07,11433.4,7503.31
3060,1.69208e+07,1.10451e+07,11437.5,7506.04
3061,1.69323e+07,1.10526e+07,11441.7,7508.77
3062,1.69437e+07,1.10601e+07,11445.9,7511.49
3063,1.69552e+07,1.10676e+07,11450.1,7514.22
3064,1.69666e+07,1.10751e+07,11454.3,7516.95
3065,1.69781e+07,1.10826e+07,11458.4,7519.68
3066,1.69895e+07,1.10902e+07,11462.6,7522.41
3067,1.7001e+07,1.10977e+07,11466.8,7525.14
3068,1.70125e+07,1.11052e+07,11471,7527.86
3069,1.70239e+07,1.11127e+07,11475.2,7530.59
3070,1.70354e+07,1.11203e+07,11479.3,7533.32
3071,1.70469e+07,1.11278e+07,11483.5,7536.05
3072,1.70584e+07,1.11354e+07,11487.7,7538.78
3073,1.70699e+07,1.11429e+07,11491.9,7541.51
3074,1.70814e+07,1.11504e+07,11496.1,7544.23
3075,1.70929e+07,1.1158e+07,11500.2,7546.96
3076,1.71044e+07,1.11655e+07,11504.4,7549.69
3077,1.71159e+07,1.11731e+07,11508.6,7552.42
3078,1.71274e+07,1.11806e+07,11512.8,7555.15
3079,1.71389e+07,1.11882e+07,11517,7557.88
3080,1.71505e+07,1.11958e+07,11521.1,7560.61
3081,1.7162e+07,1.12033e+07,11525.3,7563.33
3082,1.71735e+07,1.12109e+07,11529.5,7566.06
3083,1.7185e+07,1.12185e+07,11533.7,7568.79
3084,1.71966e+07,1.1226e+07,11537.8,7571.52
3085,1.72081e+07,1.12336e+07,11542,7574.25
3086,1.72197e+07,1.12412e+07,11546.2,7576.98
3087,1.72312e+07,1.12488e+07,11550.4,7579.71
3088,1.72428e+07,1.12563e+07,11554.6,7582.43
3089,1.72543e+07,1.12639e+07,11558.7,7585.16
3090,1.72659e+07,1.12715e+07,11562.9,7587.89
3091,1.72775e+07,1.12791e+07,11567.1,7590.62
3092,1.7289e+07,1.12867e+07,11571.3,7593.35
3093,1.73006e+07,1.12943e+07,11575.5,7596.08
3094,1.73122e+07,1.13019e+07,11579.6,7598.81
3095,1.73238e+07,1.13095e+07,11583.8,7601.54
3096,1.73354e+07,1.13171e+07,11588,7604.26
3097,1.7347e+07,1.13247e+07,11592.2,7606.99
3098,1.73585e+07,1.13323e+07,11596.4,7609.72
3099,1.73701e+07,1.13399e+07,11600.5,7612.45
3100,1.73818e+07,1.13475e+07,11604.7,7615.18
3101,1.73934e+07,1.13552e+07,11608.9,7617.91
3102,1.7405e+07,1.13628e+07,11613.1,7620.64
3103,1.74166e+07,1.13704e+07,11617.3,7623.37
3104,1.74282e+07,1.1378e+07,11621.4,7626.1
3105,1.74398e+07,1.13857e+07,11625.6,7628.82
3106,1.74515e+07,1.13933e+07,11629.8,7631.55
3107,1.74631e+07,1.14009e+07,11634,7634.28
3108,1.74747e+07,1.14086e+07,11638.2,7637.01
3109,1.74864e+07,1.14162e+07,11642.3,7639.74
3110,1.7498e+07,1.14238e+07,11646.5,7642.47
3111,1.75097e+07,1.14315e+07,11650.7,7645.2
3112,1.75213e+07,1.14391e+07,11654.9,7647.93
3113,1.7533e+07,1.14468e+07,11659.1,7650.66
3114,1.75447e+07,1.14544e+07,11663.2,7653.38
3115,1.75563e+07,1.14621e+07,11667.4,7656.11
3116,1.7568e+07,1.14698e+07,11671.6,7658.84
3117,1.75797e+07,1.14774e+07,11675.8,7661.57
3118,1.75914e+07,1.14851e+07,11680,7664.3
3119,1.7603e+07,1.14928e+07,11684.1,7667.03
3120,1.76147e+07,1.15004e+07,11688.3,7669.76
3121,1.76264e+07,1.15081e+07,11692.5,7672.49
3122,1.76381e+07,1.15158e+07,11696.7,7675.22
3123,1.76498e+07,1.15234e+07,11700.9,7677.95
3124,1.76615e+07,1.15311e+07,11705,7680.67
3125,1.76732e+07,1.15388e+07,11709.2,7683.4
3126,1.76849e+07,1.15465e+07,11713.4,7686.13
3127,1.76967e+07,1.15542e+07,11717.6,7688.86
3128,1.77084e+07,1.15619e+07,11721.8,7691.59
3129,1.77201e+07,1.15696e+07,11725.9,7694.32
3130,1.77318e+07,1.15773e+07,11730.1,7697.05
3131,1.77436e+07,1.1585e+07,11734.3,7699.78
3132,1.77553e+07,1.15927e+07,11738.5,7702.51
3133,1.77671e+07,1.16004e+07,11742.7,7705.24
3134,1.77788e+07,1.16081e+07,11746.8,7707.97
3135,1.77906e+07,1.16158e+07,11751,7710.7
3136,1.78023e+07,1.16235e+07,11755.2,7713.43
3137,1.78141e+07,1.16312e+07,11759.4,7716.15
3138,1.78258e+07,1.16389e+07,11763.6,7718.88
3139,1.78376e+07,1.16467e+07,11767.7,7721.61
3140,1.78494e+07,1.16544e+07,11771.9,7724.34
3141,1.78611e+07,1.16621e+07,11776.1,7727.07
3142,1.78729e+07,1.16698e+07,11780.3,7729.8
3143,1.78847e+07,1.16776e+07,11784.5,7732.53
3144,1.78965e+07,1.16853e+07,11788.6,7735.26
3145,1.79083e+07,1.16931e+07,11792.8,7737.99
3146,1.79201e+07,1.17008e+07,11797,7740.72
3147,1.79319e+07,1.17085e+07,11801.2,7743.45
3148,1.79437e+07,1.17163e+07,11805.4,7746.18
3149,1.79555e+07,1.1724e+07,11809.5,7748.91
3150,1.79673e+07,1.17318e+07,11813.7,7751.64
3151,1.79791e+07,1.17395e+07,11817.9,7754.37
3152,1.7991e+07,1.17473e+07,11822.1,7757.09
3153,1.80028e+07,1.17551e+07,11826.3,7759.82
3154,1.80146e+07,1.17628e+07,11830.4,7762.55
3155,1.80264e+07,1.17706e+07,11834.6,7765.28
3156,1.80383e+07,1.17783e+07,11838.8,7768.01
3157,1.80501e+07,1.17861e+07,11843,7770.74
3158,1.8062e+07,1.17939e+07,11847.2,7773.47
3159,1.80738e+07,1.18017e+07,11851.4,7776.2
3160,1.80857e+07,1.18094e+07,11855.5,7778.93
3161,1.80975e+07,1.18172e+07,11859.7,7781.66
3162,1.81094e+07,1.1825e+07,11863.9,7784.39
3163,1.81213e+07,1.18328e+07,11868.1,7787.12
3164,1.81331e+07,1.18406e+07,11872.3,7789.85
3165,1.8145e+07,1.18484e+07,11876.4,7792.58
3166,1.81569e+07,1.18562e+07,11880.6,7795.31
3167,1.81688e+07,1.1864e+07,11884.8,7798.04
3168,1.81807e+07,1.18718e+07,11889,7800.77
3169,1.81926e+07,1.18796e+07,11893.2,7803.5
3170,1.82045e+07,1.18874e+07,11897.3,7806.23
3171,1.82164e+07,1.18952e+07,11901.5,7808.96
3172,1.82283e+07,1.1903e+07,11905.7,7811.69
3173,1.82402e+07,1.19108e+07,11909.9,7814.42
3174,1.82521e+07,1.19186e+07,11914.1,7817.15
3175,1.8264e+07,1.19265e+07,11918.2,7819.88
3176,1.82759e+07,1.19343e+07,11922.4,7822.6
3177,1.82879e+07,1.19421e+07,11926.6,7825.33
3178,1.82998e+07,1.19499e+07,11930.8,7828.06
3179,1.83117e+07,1.19578e+07,11935,7830.79
3180,1.83237e+07,1.19656e+07,11939.1,7833.52
3181,1.83356e+07,1.19734e+07,11943.3,7836.25
3182,1.83476e+07,1.19813e+07,11947.5,7838.98
3183,1.83595e+07,1.19891e+07,11951.7,7841.71
3184,1.83715e+07,1.1997e+07,11955.9,7844.44
3185,1.83834e+07,1.20048e+07,11960,7847.17
3186,1.83954e+07,1.20127e+07,11964.2,7849.9
3187,1.84074e+07,1.20205e+07,11968.4,7852.63
3188,1.84193e+07,1.20284e+07,11972.6,7855.36
3189,1.84313e+07,1.20362e+07,11976.8,7858.09
3190,1.84433e+07,1.20441e+07,11980.9,7860.82
3191,1.84553e+07,1.2052e+07,11985.1,7863.55
3192,1.84673e+07,1.20598e+07,11989.3,7866.28
3193,1.84793e+07,1.20677e+07,11993.5,7869.01
3194,1.84913e+07,1.20756e+07,11997.7,7871.74
3195,1.85033e+07,1.20834e+07,12001.8,7874.47
3196,1.85153e+07,1.20913e+07,12006,7877.2
3197,1.85273e+07,1.20992e+07,12010.2,7879.93
3198,1.85393e+07,1.21071e+07,12014.4,7882.66
3199,1.85513e+07,1.2115e+07,12018.6,7885.39
3200,1.85633e+07,1.21228e+07,12022.7,7888.12
3201,1.85754e+07,1.21307e+07,12026.9,7890.85
3202,1.85874e+07,1.21386e+07,12031.1,7893.58
3203,1.85994e+07,1.21465e+07,12035.3,7896.31
3204,1.86115e+07,1.21544e+07,12039.5,7899.04
3205,1.86235e+07,1.21623e+07,12043.6,7901.77
3206,1.86356e+07,1.21702e+07,12047.8,7904.5
3207,1.86476e+07,1.21781e+07,12052,7907.23
3208,1.86597e+07,1.2186e+07,12056.2,7909.96
3209,1.86717e+07,1.2194e+07,12060.4,7912.69
3210,1.86838e+07,1.22019e+07,12064.5,7915.42
3211,1.86959e+07,1.22098e+07,12068.7,7918.15
3212,1.87079e+07,1.22177e+07,12072.9,7920.88
3213,1.872e+07,1.22256e+07,12077.1,7923.61
3214,1.87321e+07,1.22336e+07,12081.3,7926.34
3215,1.87442e+07,1.22415e+07,12085.4,7929.07
3216,1.87563e+07,1.22494e+07,12089.6,7931.8
3217,1.87684e+07,1.22574e+07,12093.8,7934.53
3218,1.87805e+07,1.22653e+07,12098,7937.26
3219,1.87926e+07,1.22732e+07,12102.2,7939.99
3220,1.88047e+07,1.22812e+07,12106.3,7942.72
3221,1.88168e+07,1.22891e+07,12110.5,7945.45
3222,1.88289e+07,1.22971e+07,12114.7,7948.18
3223,1.8841e+07,1.2305e+07,12118.9,7950.91
3224,1.88531e+07,1.2313e+07,12123.1,7953.64
3225,1.88653e+07,1.23209e+07,12127.3,7956.37
3226,1.88774e+07,1.23289e+07,12131.4,7959.1
3227,1.88895e+07,1.23369e+07,12135.6,7961.83
3228,1.89017e+07,1.23448e+07,12139.8,7964.57
3229,1.89138e+07,1.23528e+07,12144,7967.3
3230,1.8926e+07,1.23608e+07,12148.2,7970.03
3231,1.89381e+07,1.23687e+07,12152.3,7972.76
3232,1.89503e+07,1.23767e+07,12156.5,7975.49
3233,1.89624e+07,1.23847e+07,12160.7,7978.22
3234,1.89746e+07,1.23927e+07,12164.9,7980.95
3235,1.89868e+07,1.24006e+07,12169.1,7983.68
3236,1.89989e+07,1.24086e+07,12173.2,7986.41
3237,1.90111e+07,1.24166e+07,12177.4,7989.14
3238,1.90233e+07,1.24246e+07,12181.6,7991.87
3239,1.90355e+07,1.24326e+07,12185.8,7994.6
3240,1.90477e+07,1.24406e+07,12190,7997.33
3241,1.90599e+07,1.24486e+07,12194.1,8000.06
3242,1.90721e+07,1.24566e+07,12198.3,8002.79
3243,1.90843e+07,1.24646e+07,12202.5,8005.52
3244,1.90965e+07,1.24726e+07,12206.7,8008.25
3245,1.91087e+07,1.24806e+07,12210.9,8010.98
3246,1.91209e+07,1.24886e+07,12215,8013.71
3247,1.91331e+07,1.24967e+07,12219.2,8016.44
3248,1.91453e+07,1.25047e+07,12223.4,8019.17
3249,1.91576e+07,1.25127e+07,12227.6,8021.9
3250,1.91698e+07,1.25207e+07,12231.8,8024.63
3251,1.9182e+07,1.25288e+07,12235.9,8027.36
3252,1.91943e+07,1.25368e+07,12240.1,8030.1
3253,1.92065e+07,1.25448e+07,12244.3,8032.83
3254,1.92188e+07,1.25529e+07,12248.5,8035.56
3255,1.9231e+07,1.25609e+07,12252.7,8038.29
3256,1.92433e+07,1.25689e+07,12256.8,8041.02
3257,1.92555e+07,1.2577e+07,12261,8043.75
3258,1.92678e+07,1.2585e+07,12265.2,8046.48
3259,1.92801e+07,1.25931e+07,12269.4,8049.21
3260,1.92923e+07,1.26011e+07,12273.6,8051.94
3261,1.93046e+07,1.26092e+07,12277.8,8054.67
3262,1.93169e+07,1.26172e+07,12281.9,8057.4
3263,1.93292e+07,1.26253e+07,12286.1,8060.13
3264,1.93415e+07,1.26334e+07,12290.3,8062.86
3265,1.93538e+07,1.26414e+07,12294.5,8065.59
3266,1.93661e+07,1.26495e+07,12298.7,8068.32
3267,1.93784e+07,1.26576e+07,12302.8,8071.05
3268,1.93907e+07,1.26656e+07,12307,8073.78
3269,1.9403e+07,1.26737e+07,12311.2,8076.52
3270,1.94153e+07,1.26818e+07,12315.4,8079.25
3271,1.94276e+07,1.26899e+07,12319.6,8081.98
3272,1.944e+07,1.2698e+07,12323.7,8084.71
3273,1.94523e+07,1.27061e+07,12327.9,8087.44
3274,1.94646e+07,1.27141e+07,12332.1,8090.17
3275,1.9477e+07,1.27222e+07,12336.3,8092.9
3276,1.94893e+07,1.27303e+07,12340.5,8095.63
3277,1.95016e+07,1.27384e+07,12344.6,8098.36
3278,1.9514e+07,1.27465e+07,12348.8,8101.09
3279,1.95263e+07,1.27546e+07,12353,8103.82
3280,1.95387e+07,1.27627e+07,12357.2,8106.55
3281,1.95511e+07,1.27708e+07,12361.4,8109.28
3282,1.95634e+07,1.2779e+07,12365.5,8112.02
3283,1.95758e+07,1.27871e+07,12369.7,8114.75
3284,1.95882e+07,1.27952e+07,12373.9,8117.48
3285,1.96005e+07,1.28033e+07,12378.1,8120.21
3286,1.96129e+07,1.28114e+07,12382.3,8122.94
3287,1.96253e+07,1.28196e+07,12386.4,8125.67
3288,1.96377e+07,1.28277e+07,12390.6,8128.4
3289,1.96501e+07,1.28358e+07,12394.8,8131.13
3290,1.96625e+07,1.2844e+07,12399,8133.86
3291,1.96749e+07,1.28521e+07,12403.2,8136.59
3292,1.96873e+07,1.28602e+07,12407.3,8139.32
3293,1.96997e+07,1.28684e+07,12411.5,8142.06
3294,1.97121e+07,1.28765e+07,12415.7,8144.79
3295,1.97246e+07,1.28847e+07,12419.9,8147.52
3296,1.9737e+07,1.28928e+07,12424.1,8150.25
3297,1.97494e+07,1.2901e+07,12428.3,8152.98
3298,1.97618e+07,1.29091e+07,12432.4,8155.71
3299,1.97743e+07,1.29173e+07,12436.6,8158.44
3300,1.97867e+07,1.29254e+07,12440.8,8161.17
3301,1.97992e+07,1.29336e+07,12445,8163.9
3302,1.98116e+07,1.29418e+07,12449.2,8166.63
3303,1.98241e+07,1.29499e+07,12453.3,8169.37
3304,1.98365e+07,1.29581e+07,12457.5,8172.1
3305,1.9849e+07,1.29663e+07,12461.7,8174.83
3306,1.98615e+07,1.29745e+07,12465.9,8177.56
3307,1.98739e+07,1.29826e+07,12470.1,8180.29
3308,1.98864e+07,1.29908e+07,12474.2,8183.02
3309,1.98989e+07,1.2999e+07,12478.4,8185.75
3310,1.99114e+07,1.30072e+07,12482.6,8188.48
3311,1.99238e+07,1.30154e+07,12486.8,8191.21
3312,1.99363e+07,1.30236e+07,12491,8193.94
3313,1.99488e+07,1.30318e+07,12495.1,8196.68
3314,1.99613e+07,1.304e+07,12499.3,8199.41
3315,1.99738e+07,1.30482e+07,12503.5,8202.14
3316,1.99863e+07,1.30564e+07,12507.7,8204.87
3317,1.99989e+07,1.30646e+07,12511.9,8207.6
3318,2.00114e+07,1.30728e+07,12516,8210.33
3319,2.00239e+07,1.3081e+07,12520.2,8213.06
3320,2.00364e+07,1.30892e+07,12524.4,8215.79
