t,x,y,vx,vy
8601,1.44508e+08,9.46479e+07,34611.8,22674.2
8602,1.44543e+08,9.46706e+07,34616,22677
8603,1.44578e+08,9.46933e+07,34620.2,22679.7
8604,1.44612e+08,9.4716e+07,34624.4,22682.4
8605,1.44647e+08,9.47387e+07,34628.5,22685.2
8606,1.44682e+08,9.47613e+07,34632.7,22687.9
8607,1.44716e+08,9.4784e+07,34636.9,22690.6
8608,1.44751e+08,9.48067e+07,34641.1,22693.4
8609,1.44786e+08,9.48294e+07,34645.3,22696.1
8610,1.4482e+08,9.48521e+07,34649.4,22698.9
8611,1.44855e+08,9.48748e+07,34653.6,22701.6
8612,1.44889e+08,9.48975e+07,34657.8,22704.3
8613,1.44924e+08,9.49202e+07,34662,22707.1
8614,1.44959e+08,9.49429e+07,34666.2,22709.8
8615,1.44993e+08,9.49657e+07,34670.4,22712.6
8616,1.45028e+08,9.49884e+07,34674.5,22715.3
8617,1.45063e+08,9.50111e+07,34678.7,22718
8618,1.45098e+08,9.50338e+07,34682.9,22720.8
8619,1.45132e+08,9.50565e+07,34687.1,22723.5
8620,1.45167e+08,9.50793e+07,34691.3,22726.3
8621,1.45202e+08,9.5102e+07,34695.5,22729
8622,1.45236e+08,9.51247e+07,34699.6,22731.7
8623,1.45271e+08,9.51475e+07,34703.8,22734.5
8624,1.45306e+08,9.51702e+07,34708,22737.2
8625,1.4534e+08,9.51929e+07,34712.2,22740
8626,1.45375e+08,9.52157e+07,34716.4,22742.7
8627,1.4541e+08,9.52384e+07,34720.6,22745.4
8628,1.45445e+08,9.52612e+07,34724.7,22748.2
8629,1.45479e+08,9.52839e+07,34728.9,22750.9
8630,1.45514e+08,9.53067e+07,34733.1,22753.7
8631,1.45549e+08,9.53294e+07,34737.3,22756.4
8632,1.45584e+08,9.53522e+07,34741.5,22759.1
8633,1.45618e+08,9.53749e+07,34745.6,22761.9
8634,1.45653e+08,9.53977e+07,34749.8,22764.6
8635,1.45688e+08,9.54205e+07,34754,22767.4
8636,1.45723e+08,9.54433e+07,34758.2,22770.1
8637,1.45757e+08,9.5466e+07,34762.4,22772.8
8638,1.45792e+08,9.54888e+07,34766.6,22775.6
8639,1.45827e+08,9.55116e+07,34770.7,22778.3
8640,1.45862e+08,9.55344e+07,34774.9,22781.1
8641,1.45896e+08,9.55571e+07,34779.1,22783.8
8642,1.45931e+08,9.55799e+07,34783.3,22786.5
8643,1.45966e+08,9.56027e+07,34787.5,22789.3
8644,1.46001e+08,9.56255e+07,34791.7,22792
8645,1.46036e+08,9.56483e+07,34795.8,22794.7
8646,1.4607e+08,9.56711e+07,34800,22797.5
8647,1.46105e+08,9.56939e+07,34804.2,22800.2
8648,1.4614e+08,9.57167e+07,34808.4,22803
8649,1.46175e+08,9.57395e+07,34812.6,22805.7
8650,1.4621e+08,9.57623e+07,34816.8,22808.4
8651,1.46244e+08,9.57851e+07,34820.9,22811.2
8652,1.46279e+08,9.58079e+07,34825.1,22813.9
8653,1.46314e+08,9.58308e+07,34829.3,22816.7
8654,1.46349e+08,9.58536e+07,34833.5,22819.4
8655,1.46384e+08,9.58764e+07,34837.7,22822.1
8656,1.46419e+08,9.58992e+07,34841.8,22824.9
8657,1.46453e+08,9.59221e+07,34846,22827.6
8658,1.46488e+08,9.59449e+07,34850.2,22830.4
8659,1.46523e+08,9.59677e+07,34854.4,22833.1
8660,1.46558e+08,9.59906e+07,34858.6,22835.8
8661,1.46593e+08,9.60134e+07,34862.8,22838.6
8662,1.46628e+08,9.60362e+07,34866.9,22841.3
8663,1.46663e+08,9.60591e+07,34871.1,22844.1
8664,1.46697e+08,9.60819e+07,34875.3,22846.8
8665,1.46732e+08,9.61048e+07,34879.5,22849.5
8666,1.46767e+08,9.61276e+07,34883.7,22852.3
8667,1.46802e+08,9.61505e+07,34887.9,22855
8668,1.46837e+08,9.61733e+07,34892,22857.8
8669,1.46872e+08,9.61962e+07,34896.2,22860.5
8670,1.46907e+08,9.62191e+07,34900.4,22863.2
8671,1.46942e+08,9.62419e+07,34904.6,22866
8672,1.46977e+08,9.62648e+07,34908.8,22868.7
8673,1.47012e+08,9.62877e+07,34913,22871.5
8674,1.47046e+08,9.63105e+07,34917.1,22874.2
8675,1.47081e+08,9.63334e+07,34921.3,22876.9
8676,1.47116e+08,9.63563e+07,34925.5,22879.7
8677,1.47151e+08,9.63792e+07,34929.7,22882.4
8678,1.47186e+08,9.64021e+07,34933.9,22885.2
8679,1.47221e+08,9.6425e+07,34938,22887.9
8680,1.47256e+08,9.64478e+07,34942.2,22890.6
8681,1.47291e+08,9.64707e+07,34946.4,22893.4
8682,1.47326e+08,9.64936e+07,34950.6,22896.1
8683,1.47361e+08,9.65165e+07,34954.8,22898.8
8684,1.47396e+08,9.65394e+07,34959,22901.6
8685,1.47431e+08,9.65623e+07,34963.1,22904.3
8686,1.47466e+08,9.65852e+07,34967.3,22907.1
8687,1.47501e+08,9.66082e+07,34971.5,22909.8
8688,1.47536e+08,9.66311e+07,34975.7,22912.5
8689,1.47571e+08,9.6654e+07,34979.9,22915.3
8690,1.47606e+08,9.66769e+07,34984.1,22918
8691,1.47641e+08,9.66998e+07,34988.2,22920.8
8692,1.47676e+08,9.67227e+07,34992.4,22923.5
8693,1.47711e+08,9.67457e+07,34996.6,22926.2
8694,1.47746e+08,9.67686e+07,35000.8,22929
8695,1.47781e+08,9.67915e+07,35005,22931.7
8696,1.47816e+08,9.68145e+07,35009.2,22934.5
8697,1.47851e+08,9.68374e+07,35013.3,22937.2
8698,1.47886e+08,9.68603e+07,35017.5,22939.9
8699,1.47921e+08,9.68833e+07,35021.7,22942.7
8700,1.47956e+08,9.69062e+07,35025.9,22945.4
8701,1.47991e+08,9.69292e+07,35030.1,22948.2
8702,1.48026e+08,9.69521e+07,35034.2,22950.9
8703,1.48061e+08,9.69751e+07,35038.4,22953.6
8704,1.48096e+08,9.6998e+07,35042.6,22956.4
8705,1.48131e+08,9.7021e+07,35046.8,22959.1
8706,1.48166e+08,9.7044e+07,35051,22961.9
8707,1.48201e+08,9.70669e+07,35055.2,22964.6
8708,1.48236e+08,9.70899e+07,35059.3,22967.3
8709,1.48271e+08,9.71129e+07,35063.5,22970.1
8710,1.48306e+08,9.71358e+07,35067.7,22972.8
8711,1.48341e+08,9.71588e+07,35071.9,22975.6
8712,1.48376e+08,9.71818e+07,35076.1,22978.3
8713,1.48411e+08,9.72048e+07,35080.3,22981
8714,1.48447e+08,9.72278e+07,35084.4,22983.8
8715,1.48482e+08,9.72507e+07,35088.6,22986.5
8716,1.48517e+08,9.72737e+07,35092.8,22989.3
8717,1.48552e+08,9.72967e+07,35097,22992
8718,1.48587e+08,9.73197e+07,35101.2,22994.7
8719,1.48622e+08,9.73427e+07,35105.4,22997.5
8720,1.48657e+08,9.73657e+07,35109.5,23000.2
8721,1.48692e+08,9.73887e+07,35113.7,23002.9
8722,1.48727e+08,9.74117e+07,35117.9,23005.7
8723,1.48762e+08,9.74347e+07,35122.1,23008.4
8724,1.48798e+08,9.74577e+07,35126.3,23011.2
8725,1.48833e+08,9.74808e+07,35130.4,23013.9
8726,1.48868e+08,9.75038e+07,35134.6,23016.6
8727,1.48903e+08,9.75268e+07,35138.8,23019.4
8728,1.48938e+08,9.75498e+07,35143,23022.1
8729,1.48973e+08,9.75728e+07,35147.2,23024.9
8730,1.49008e+08,9.75959e+07,35151.4,23027.6
8731,1.49044e+08,9.76189e+07,35155.5,23030.3
8732,1.49079e+08,9.76419e+07,35159.7,23033.1
8733,1.49114e+08,9.7665e+07,35163.9,23035.8
8734,1.49149e+08,9.7688e+07,35168.1,23038.6
8735,1.49184e+08,9.7711e+07,35172.3,23041.3
8736,1.49219e+08,9.77341e+07,35176.5,23044
8737,1.49255e+08,9.77571e+07,35180.6,23046.8
8738,1.4929e+08,9.77802e+07,35184.8,23049.5
8739,1.49325e+08,9.78032e+07,35189,23052.3
8740,1.4936e+08,9.78263e+07,35193.2,23055
8741,1.49395e+08,9.78494e+07,35197.4,23057.7
8742,1.49431e+08,9.78724e+07,35201.6,23060.5
8743,1.49466e+08,9.78955e+07,35205.7,23063.2
8744,1.49501e+08,9.79185e+07,35209.9,23066
8745,1.49536e+08,9.79416e+07,35214.1,23068.7
8746,1.49571e+08,9.79647e+07,35218.3,23071.4
8747,1.49607e+08,9.79878e+07,35222.5,23074.2
8748,1.49642e+08,9.80108e+07,35226.6,23076.9
8749,1.49677e+08,9.80339e+07,35230.8,23079.7
8750,1.49712e+08,9.8057e+07,35235,23082.4
8751,1.49748e+08,9.80801e+07,35239.2,23085.1
8752,1.49783e+08,9.81032e+07,35243.4,23087.9
8753,1.49818e+08,9.81263e+07,35247.6,23090.6
8754,1.49853e+08,9.81494e+07,35251.7,23093.4
8755,1.49889e+08,9.81725e+07,35255.9,23096.1
8756,1.49924e+08,9.81955e+07,35260.1,23098.8
8757,1.49959e+08,9.82187e+07,35264.3,23101.6
8758,1.49994e+08,9.82418e+07,35268.5,23104.3
8759,1.5003e+08,9.82649e+07,35272.7,23107
8760,1.50065e+08,9.8288e+07,35276.8,23109.8
8761,1.501e+08,9.83111e+07,35281,23112.5
8762,1.50136e+08,9.83342e+07,35285.2,23115.3
8763,1.50171e+08,9.83573e+07,35289.4,23118
8764,1.50206e+08,9.83804e+07,35293.6,23120.7
8765,1.50241e+08,9.84036e+07,35297.8,23123.5
8766,1.50277e+08,9.84267e+07,35301.9,23126.2
8767,1.50312e+08,9.84498e+07,35306.1,23129
8768,1.50347e+08,9.84729e+07,35310.3,23131.7
8769,1.50383e+08,9.84961e+07,35314.5,23134.4
8770,1.50418e+08,9.85192e+07,35318.7,23137.2
8771,1.50453e+08,9.85424e+07,35322.8,23139.9
8772,1.50489e+08,9.85655e+07,35327,23142.7
8773,1.50524e+08,9.85886e+07,35331.2,23145.4
8774,1.50559e+08,9.86118e+07,35335.4,23148.1
8775,1.50595e+08,9.86349e+07,35339.6,23150.9
8776,1.5063e+08,9.86581e+07,35343.8,23153.6
8777,1.50665e+08,9.86813e+07,35347.9,23156.4
8778,1.50701e+08,9.87044e+07,35352.1,23159.1
8779,1.50736e+08,9.87276e+07,35356.3,23161.8
8780,1.50771e+08,9.87507e+07,35360.5,23164.6
8781,1.50807e+08,9.87739e+07,35364.7,23167.3
8782,1.50842e+08,9.87971e+07,35368.9,23170.1
8783,1.50877e+08,9.88203e+07,35373,23172.8
8784,1.50913e+08,9.88434e+07,35377.2,23175.5
8785,1.50948e+08,9.88666e+07,35381.4,23178.3
8786,1.50984e+08,9.88898e+07,35385.6,23181
8787,1.51019e+08,9.8913e+07,35389.8,23183.8
8788,1.51054e+08,9.89362e+07,35394,23186.5
8789,1.5109e+08,9.89593e+07,35398.1,23189.2
8790,1.51125e+08,9.89825e+07,35402.3,23192
8791,1.51161e+08,9.90057e+07,35406.5,23194.7
8792,1.51196e+08,9.90289e+07,35410.7,23197.5
8793,1.51231e+08,9.90521e+07,35414.9,23200.2
8794,1.51267e+08,9.90753e+07,35419,23202.9
8795,1.51302e+08,9.90985e+07,35423.2,23205.7
8796,1.51338e+08,9.91217e+07,35427.4,23208.4
8797,1.51373e+08,9.9145e+07,35431.6,23211.1
8798,1.51409e+08,9.91682e+07,35435.8,23213.9
8799,1.51444e+08,9.91914e+07,35440,23216.6
8800,1.51479e+08,9.92146e+07,35444.1,23219.4
8801,1.51515e+08,9.92378e+07,35448.3,23222.1
8802,1.5155e+08,9.92611e+07,35452.5,23224.8
8803,1.51586e+08,9.92843e+07,35456.7,23227.6
8804,1.51621e+08,9.93075e+07,35460.9,23230.3
8805,1.51657e+08,9.93307e+07,35465.1,23233.1
8806,1.51692e+08,9.9354e+07,35469.2,23235.8
8807,1.51728e+08,9.93772e+07,35473.4,23238.5
8808,1.51763e+08,9.94005e+07,35477.6,23241.3
8809,1.51799e+08,9.94237e+07,35481.8,23244
8810,1.51834e+08,9.9447e+07,35486,23246.8
8811,1.5187e+08,9.94702e+07,35490.2,23249.5
8812,1.51905e+08,9.94935e+07,35494.3,23252.2
8813,1.51941e+08,9.95167e+07,35498.5,23255
8814,1.51976e+08,9.954e+07,35502.7,23257.7
8815,1.52012e+08,9.95632e+07,35506.9,23260.5
8816,1.52047e+08,9.95865e+07,35511.1,23263.2
8817,1.52083e+08,9.96098e+07,35515.2,23265.9
8818,1.52118e+08,9.9633e+07,35519.4,23268.7
8819,1.52154e+08,9.96563e+07,35523.6,23271.4
8820,1.52189e+08,9.96796e+07,35527.8,23274.2
8821,1.52225e+08,9.97029e+07,35532,23276.9
8822,1.5226e+08,9.97261e+07,35536.2,23279.6
8823,1.52296e+08,9.97494e+07,35540.3,23282.4
8824,1.52331e+08,9.97727e+07,35544.5,23285.1
8825,1.52367e+08,9.9796e+07,35548.7,23287.9
8826,1.52402e+08,9.98193e+07,35552.9,23290.6
8827,1.52438e+08,9.98426e+07,35557.1,23293.3
8828,1.52474e+08,9.98659e+07,35561.3,23296.1
8829,1.52509e+08,9.98892e+07,35565.4,23298.8
8830,1.52545e+08,9.99125e+07,35569.6,23301.6
8831,1.5258e+08,9.99358e+07,35573.8,23304.3
8832,1.52616e+08,9.99591e+07,35578,23307
8833,1.52651e+08,9.99824e+07,35582.2,23309.8
8834,1.52687e+08,1.00006e+08,35586.4,23312.5
8835,1.52723e+08,1.00029e+08,35590.5,23315.2
8836,1.52758e+08,1.00052e+08,35594.7,23318
8837,1.52794e+08,1.00076e+08,35598.9,23320.7
8838,1.52829e+08,1.00099e+08,35603.1,23323.5
8839,1.52865e+08,1.00122e+08,35607.3,23326.2
8840,1.52901e+08,1.00146e+08,35611.4,23328.9
8841,1.52936e+08,1.00169e+08,35615.6,23331.7
8842,1.52972e+08,1.00192e+08,35619.8,23334.4
8843,1.53008e+08,1.00216e+08,35624,23337.2
8844,1.53043e+08,1.00239e+08,35628.2,23339.9
8845,1.53079e+08,1.00262e+08,35632.4,23342.6
8846,1.53114e+08,1.00286e+08,35636.5,23345.4
8847,1.5315e+08,1.00309e+08,35640.7,23348.1
8848,1.53186e+08,1.00332e+08,35644.9,23350.9
8849,1.53221e+08,1.00356e+08,35649.1,23353.6
8850,1.53257e+08,1.00379e+08,35653.3,23356.3
8851,1.53293e+08,1.00402e+08,35657.5,23359.1
8852,1.53328e+08,1.00426e+08,35661.6,23361.8
8853,1.53364e+08,1.00449e+08,35665.8,23364.6
8854,1.534e+08,1.00473e+08,35670,23367.3
8855,1.53435e+08,1.00496e+08,35674.2,23370
8856,1.53471e+08,1.00519e+08,35678.4,23372.8
8857,1.53507e+08,1.00543e+08,35682.6,23375.5
8858,1.53542e+08,1.00566e+08,35686.7,23378.3
8859,1.53578e+08,1.00589e+08,35690.9,23381
8860,1.53614e+08,1.00613e+08,35695.1,23383.7
8861,1.53649e+08,1.00636e+08,35699.3,23386.5
8862,1.53685e+08,1.0066e+08,35703.5,23389.2
8863,1.53721e+08,1.00683e+08,35707.6,23392
8864,1.53757e+08,1.00706e+08,35711.8,23394.7
8865,1.53792e+08,1.0073e+08,35716,23397.4
8866,1.53828e+08,1.00753e+08,35720.2,23400.2
8867,1.53864e+08,1.00777e+08,35724.4,23402.9
8868,1.53899e+08,1.008e+08,35728.6,23405.7
8869,1.53935e+08,1.00823e+08,35732.7,23408.4
8870,1.53971e+08,1.00847e+08,35736.9,23411.1
8871,1.54007e+08,1.0087e+08,35741.1,23413.9
8872,1.54042e+08,1.00894e+08,35745.3,23416.6
8873,1.54078e+08,1.00917e+08,35749.5,23419.3
8874,1.54114e+08,1.0094e+08,35753.7,23422.1
8875,1.5415e+08,1.00964e+08,35757.8,23424.8
8876,1.54185e+08,1.00987e+08,35762,23427.6
8877,1.54221e+08,1.01011e+08,35766.2,23430.3
8878,1.54257e+08,1.01034e+08,35770.4,23433
8879,1.54293e+08,1.01058e+08,35774.6,23435.8
8880,1.54329e+08,1.01081e+08,35778.8,23438.5
8881,1.54364e+08,1.01104e+08,35782.9,23441.3
8882,1.544e+08,1.01128e+08,35787.1,23444
8883,1.54436e+08,1.01151e+08,35791.3,23446.7
8884,1.54472e+08,1.01175e+08,35795.5,23449.5
8885,1.54507e+08,1.01198e+08,35799.7,23452.2
8886,1.54543e+08,1.01222e+08,35803.8,23455
8887,1.54579e+08,1.01245e+08,35808,23457.7
8888,1.54615e+08,1.01269e+08,35812.2,23460.4
8889,1.54651e+08,1.01292e+08,35816.4,23463.2
8890,1.54687e+08,1.01316e+08,35820.6,23465.9
8891,1.54722e+08,1.01339e+08,35824.8,23468.7
8892,1.54758e+08,1.01363e+08,35828.9,23471.4
8893,1.54794e+08,1.01386e+08,35833.1,23474.1
8894,1.5483e+08,1.01409e+08,35837.3,23476.9
8895,1.54866e+08,1.01433e+08,35841.5,23479.6
8896,1.54902e+08,1.01456e+08,35845.7,23482.4
8897,1.54937e+08,1.0148e+08,35849.9,23485.1
8898,1.54973e+08,1.01503e+08,35854,23487.8
8899,1.55009e+08,1.01527e+08,35858.2,23490.6
8900,1.55045e+08,1.0155e+08,35862.4,23493.3
8901,1.55081e+08,1.01574e+08,35866.6,23496.1
8902,1.55117e+08,1.01597e+08,35870.8,23498.8
8903,1.55153e+08,1.01621e+08,35875,23501.5
8904,1.55188e+08,1.01644e+08,35879.1,23504.3
8905,1.55224e+08,1.01668e+08,35883.3,23507
8906,1.5526e+08,1.01691e+08,35887.5,23509.8
8907,1.55296e+08,1.01715e+08,35891.7,23512.5
8908,1.55332e+08,1.01738e+08,35895.9,23515.2
8909,1.55368e+08,1.01762e+08,35900,23518
8910,1.55404e+08,1.01785e+08,35904.2,23520.7
8911,1.5544e+08,1.01809e+08,35908.4,23523.4
8912,1.55476e+08,1.01833e+08,35912.6,23526.2
8913,1.55512e+08,1.01856e+08,35916.8,23528.9
8914,1.55547e+08,1.0188e+08,35921,23531.7
8915,1.55583e+08,1.01903e+08,35925.1,23534.4
8916,1.55619e+08,1.01927e+08,35929.3,23537.1
8917,1.55655e+08,1.0195e+08,35933.5,23539.9
8918,1.55691e+08,1.01974e+08,35937.7,23542.6
8919,1.55727e+08,1.01997e+08,35941.9,23545.4
8920,1.55763e+08,1.02021e+08,35946.1,23548.1
8921,1.55799e+08,1.02044e+08,35950.2,23550.8
8922,1.55835e+08,1.02068e+08,35954.4,23553.6
8923,1.55871e+08,1.02091e+08,35958.6,23556.3
8924,1.55907e+08,1.02115e+08,35962.8,23559.1
8925,1.55943e+08,1.02139e+08,35967,23561.8
8926,1.55979e+08,1.02162e+08,35971.2,23564.5
8927,1.56015e+08,1.02186e+08,35975.3,23567.3
8928,1.56051e+08,1.02209e+08,35979.5,23570
8929,1.56087e+08,1.02233e+08,35983.7,23572.8
8930,1.56123e+08,1.02256e+08,35987.9,23575.5
8931,1.56159e+08,1.0228e+08,35992.1,23578.2
8932,1.56195e+08,1.02304e+08,35996.2,23581
8933,1.56231e+08,1.02327e+08,36000.4,23583.7
8934,1.56267e+08,1.02351e+08,36004.6,23586.5
8935,1.56303e+08,1.02374e+08,36008.8,23589.2
8936,1.56339e+08,1.02398e+08,36013,23591.9
8937,1.56375e+08,1.02422e+08,36017.2,23594.7
8938,1.56411e+08,1.02445e+08,36021.3,23597.4
8939,1.56447e+08,1.02469e+08,36025.5,23600.2
8940,1.56483e+08,1.02492e+08,36029.7,23602.9
8941,1.56519e+08,1.02516e+08,36033.9,23605.6
8942,1.56555e+08,1.0254e+08,36038.1,23608.4
8943,1.56591e+08,1.02563e+08,36042.3,23611.1
8944,1.56627e+08,1.02587e+08,36046.4,23613.9
8945,1.56663e+08,1.0261e+08,36050.6,23616.6
8946,1.56699e+08,1.02634e+08,36054.8,23619.3
8947,1.56735e+08,1.02658e+08,36059,23622.1
8948,1.56771e+08,1.02681e+08,36063.2,23624.8
8949,1.56807e+08,1.02705e+08,36067.4,23627.6
8950,1.56843e+08,1.02729e+08,36071.5,23630.3
8951,1.5688e+08,1.02752e+08,36075.7,23633
8952,1.56916e+08,1.02776e+08,36079.9,23635.8
8953,1.56952e+08,1.02799e+08,36084.1,23638.5
8954,1.56988e+08,1.02823e+08,36088.3,23641.2
8955,1.57024e+08,1.02847e+08,36092.4,23644
8956,1.5706e+08,1.0287e+08,36096.6,23646.7
8957,1.57096e+08,1.02894e+08,36100.8,23649.5
8958,1.57132e+08,1.02918e+08,36105,23652.2
8959,1.57168e+08,1.02941e+08,36109.2,23654.9
8960,1.57204e+08,1.02965e+08,36113.4,23657.7
8961,1.57241e+08,1.02989e+08,36117.5,23660.4
8962,1.57277e+08,1.03012e+08,36121.7,23663.2
8963,1.57313e+08,1.03036e+08,36125.9,23665.9
8964,1.57349e+08,1.0306e+08,36130.1,23668.6
8965,1.57385e+08,1.03083e+08,36134.3,23671.4
8966,1.57421e+08,1.03107e+08,36138.5,23674.1
8967,1.57457e+08,1.03131e+08,36142.6,23676.9
8968,1.57493e+08,1.03154e+08,36146.8,23679.6
8969,1.5753e+08,1.03178e+08,36151,23682.3
8970,1.57566e+08,1.03202e+08,36155.2,23685.1
8971,1.57602e+08,1.03225e+08,36159.4,23687.8
8972,1.57638e+08,1.03249e+08,36163.6,23690.6
8973,1.57674e+08,1.03273e+08,36167.7,23693.3
8974,1.5771e+08,1.03296e+08,36171.9,23696
8975,1.57747e+08,1.0332e+08,36176.1,23698.8
8976,1.57783e+08,1.03344e+08,36180.3,23701.5
8977,1.57819e+08,1.03368e+08,36184.5,23704.3
8978,1.57855e+08,1.03391e+08,36188.6,23707
8979,1.57891e+08,1.03415e+08,36192.8,23709.7
8980,1.57928e+08,1.03439e+08,36197,23712.5
8981,1.57964e+08,1.03462e+08,36201.2,23715.2
8982,1.58e+08,1.03486e+08,36205.4,23718
8983,1.58036e+08,1.0351e+08,36209.6,23720.7
8984,1.58072e+08,1.03534e+08,36213.7,23723.4
8985,1.58109e+08,1.03557e+08,36217.9,23726.2
8986,1.58145e+08,1.03581e+08,36222.1,23728.9
8987,1.58181e+08,1.03605e+08,36226.3,23731.7
8988,1.58217e+08,1.03629e+08,36230.5,23734.4
8989,1.58253e+08,1.03652e+08,36234.7,23737.1
8990,1.5829e+08,1.03676e+08,36238.8,23739.9
8991,1.58326e+08,1.037e+08,36243,23742.6
8992,1.58362e+08,1.03723e+08,36247.2,23745.3
8993,1.58398e+08,1.03747e+08,36251.4,23748.1
8994,1.58435e+08,1.03771e+08,36255.6,23750.8
8995,1.58471e+08,1.03795e+08,36259.8,23753.6
8996,1.58507e+08,1.03818e+08,36263.9,23756.3
8997,1.58544e+08,1.03842e+08,36268.1,23759
8998,1.5858e+08,1.03866e+08,36272.3,23761.8
8999,1.58616e+08,1.0389e+08,36276.5,23764.5
9000,1.58652e+08,1.03914e+08,36280.7,23767.3
9001,1.58689e+08,1.03937e+08,36284.8,23770
9002,1.58725e+08,1.03961e+08,36289,23772.7
9003,1.58761e+08,1.03985e+08,36293.2,23775.5
9004,1.58798e+08,1.04009e+08,36297.4,23778.2
9005,1.58834e+08,1.04032e+08,36301.6,23781
9006,1.5887e+08,1.04056e+08,36305.8,23783.7
9007,1.58906e+08,1.0408e+08,36309.9,23786.4
9008,1.58943e+08,1.04104e+08,36314.1,23789.2
9009,1.58979e+08,1.04128e+08,36318.3,23791.9
9010,1.59015e+08,1.04151e+08,36322.5,23794.7
9011,1.59052e+08,1.04175e+08,36326.7,23797.4
9012,1.59088e+08,1.04199e+08,36330.9,23800.1
9013,1.59124e+08,1.04223e+08,36335,23802.9
9014,1.59161e+08,1.04247e+08,36339.2,23805.6
9015,1.59197e+08,1.0427e+08,36343.4,23808.4
9016,1.59233e+08,1.04294e+08,36347.6,23811.1
9017,1.5927e+08,1.04318e+08,36351.8,23813.8
9018,1.59306e+08,1.04342e+08,36356,23816.6
9019,1.59342e+08,1.04366e+08,36360.1,23819.3
9020,1.59379e+08,1.04389e+08,36364.3,23822.1
9021,1.59415e+08,1.04413e+08,36368.5,23824.8
9022,1.59452e+08,1.04437e+08,36372.7,23827.5
9023,1.59488e+08,1.04461e+08,36376.9,23830.3
9024,1.59524e+08,1.04485e+08,36381,23833
9025,1.59561e+08,1.04509e+08,36385.2,23835.8
9026,1.59597e+08,1.04532e+08,36389.4,23838.5
9027,1.59634e+08,1.04556e+08,36393.6,23841.2
9028,1.5967e+08,1.0458e+08,36397.8,23844
9029,1.59706e+08,1.04604e+08,36402,23846.7
9030,1.59743e+08,1.04628e+08,36406.1,23849.5
9031,1.59779e+08,1.04652e+08,36410.3,23852.2
9032,1.59816e+08,1.04676e+08,36414.5,23854.9
9033,1.59852e+08,1.04699e+08,36418.7,23857.7
9034,1.59888e+08,1.04723e+08,36422.9,23860.4
9035,1.59925e+08,1.04747e+08,36427.1,23863.1
9036,1.59961e+08,1.04771e+08,36431.2,23865.9
9037,1.59998e+08,1.04795e+08,36435.4,23868.6
9038,1.60034e+08,1.04819e+08,36439.6,23871.4
9039,1.60071e+08,1.04843e+08,36443.8,23874.1
9040,1.60107e+08,1.04866e+08,36448,23876.8
9041,1.60143e+08,1.0489e+08,36452.2,23879.6
9042,1.6018e+08,1.04914e+08,36456.3,23882.3
9043,1.60216e+08,1.04938e+08,36460.5,23885.1
9044,1.60253e+08,1.04962e+08,36464.7,23887.8
9045,1.60289e+08,1.04986e+08,36468.9,23890.5
9046,1.60326e+08,1.0501e+08,36473.1,23893.3
9047,1.60362e+08,1.05034e+08,36477.2,23896
9048,1.60399e+08,1.05058e+08,36481.4,23898.8
9049,1.60435e+08,1.05081e+08,36485.6,23901.5
9050,1.60472e+08,1.05105e+08,36489.8,23904.2
9051,1.60508e+08,1.05129e+08,36494,23907
9052,1.60545e+08,1.05153e+08,36498.2,23909.7
9053,1.60581e+08,1.05177e+08,36502.3,23912.5
9054,1.60618e+08,1.05201e+08,36506.5,23915.2
9055,1.60654e+08,1.05225e+08,36510.7,23917.9
9056,1.60691e+08,1.05249e+08,36514.9,23920.7
9057,1.60727e+08,1.05273e+08,36519.1,23923.4
9058,1.60764e+08,1.05297e+08,36523.3,23926.2
9059,1.608e+08,1.05321e+08,36527.4,23928.9
9060,1.60837e+08,1.05345e+08,36531.6,23931.6
9061,1.60873e+08,1.05369e+08,36535.8,23934.4
9062,1.6091e+08,1.05392e+08,36540,23937.1
9063,1.60946e+08,1.05416e+08,36544.2,23939.9
9064,1.60983e+08,1.0544e+08,36548.3,23942.6
9065,1.6102e+08,1.05464e+08,36552.5,23945.3
9066,1.61056e+08,1.05488e+08,36556.7,23948.1
9067,1.61093e+08,1.05512e+08,36560.9,23950.8
9068,1.61129e+08,1.05536e+08,36565.1,23953.6
9069,1.61166e+08,1.0556e+08,36569.3,23956.3
9070,1.61202e+08,1.05584e+08,36573.4,23959
9071,1.61239e+08,1.05608e+08,36577.6,23961.8
9072,1.61276e+08,1.05632e+08,36581.8,23964.5
9073,1.61312e+08,1.05656e+08,36586,23967.2
9074,1.61349e+08,1.0568e+08,36590.2,23970
9075,1.61385e+08,1.05704e+08,36594.4,23972.7
9076,1.61422e+08,1.05728e+08,36598.5,23975.5
9077,1.61459e+08,1.05752e+08,36602.7,23978.2
9078,1.61495e+08,1.05776e+08,36606.9,23980.9
9079,1.61532e+08,1.058e+08,36611.1,23983.7
9080,1.61568e+08,1.05824e+08,36615.3,23986.4
9081,1.61605e+08,1.05848e+08,36619.5,23989.2
9082,1.61642e+08,1.05872e+08,36623.6,23991.9
9083,1.61678e+08,1.05896e+08,36627.8,23994.6
9084,1.61715e+08,1.0592e+08,36632,23997.4
9085,1.61751e+08,1.05944e+08,36636.2,24000.1
9086,1.61788e+08,1.05968e+08,36640.4,24002.9
9087,1.61825e+08,1.05992e+08,36644.5,24005.6
9088,1.61861e+08,1.06016e+08,36648.7,24008.3
9089,1.61898e+08,1.0604e+08,36652.9,24011.1
